,Filename,Truth,Inference,CER-upd,CER-2-u,,,CER,CER2
81,images/c04-128-s02-01.png.jpg,show tonight .,show tonight.,7.14,7.4,,,7.142857143,7.407407407
82,images/f02-040-s02-01.png.jpg,the Glasgow Corporation Further Education Department ;,"the Glasgow Corporation Further Education Department,",3.7,2.8,,,3.703703704,2.803738318
83,images/g06-031l-s02-01.png.jpg,infatuation !,infatuation!,7.69,8,,,7.692307692,8
84,images/a03-017-s00-00.png.jpg,Prince Souvanna Phouma has not yet replied to,Prince Souvanna Phouma has not yet replied to,0,0,,,0,0
85,images/b05-045-s00-02.png.jpg,"a ceramic factory , he can be qualified","a ceramic factory, he can be qualified",2.56,2.59,,,2.564102564,2.597402597
86,images/g07-026b-s00-01.png.jpg,"betrayed him not twice , as he had betrayed her ,","betrayed him not twice, as he had both eyes her,",14.28,10.3,,,14.28571429,10.30927835
87,images/p01-174-s05-00.png.jpg,""" The stained glass",in the stained glass,15.78,10.81,,,15.78947368,10.81081081
88,images/c03-094b-s00-01.png.jpg,"insensitively pushing , Miss Sheila Allen his","insensitively pushing, Miss Sheila Allen his",2.22,2.24,,,2.222222222,2.247191011
89,images/l04-082-s01-00.png.jpg,But he was still no sort of match for a young,But he was still no short of match for a young,2.22,2.24,,,2.222222222,2.247191011
90,images/h07-037a-s01-00.png.jpg,Shopping on,Shopping an,9.09,4.76,,,9.090909091,4.761904762
91,images/m02-055-s01-00.png.jpg,""" Do you",""" Do you",0,0,,,0,0
92,images/h07-040b-s01-02.png.jpg,corporations' policy has been to charge full commercial,"corporateations "" policy has been to change full commercial",10.9,9.17,,,10.90909091,9.174311927
93,images/n04-114-s12-01.png.jpg,man with a couple of kids .,man with a couple of feids.,11.11,9.43,,,11.11111111,9.433962264
94,images/g01-083-s01-03.png.jpg,the remainder .,the remainder.,6.66,6.89,,,6.666666667,6.896551724
95,images/k04-010-s01-02.png.jpg,no alternative .,no alternative.,6.25,6.45,,,6.25,6.451612903
96,images/a01-020-s00-01.png.jpg,Lancaster House despite the crisis which had,Lancaster House despite the crisis which had,0,0,,,0,0
97,images/d06-067-s01-03.png.jpg,piece .,piece.,14.28,15.38,,,14.28571429,15.38461538
98,images/a06-057-s05-00.png.jpg,""" It had",""" It had",0,0,,,0,0
99,images/f04-083-s02-00.png.jpg,"The girl , who was described as being "" always bright and","The girl, who was described as being "" always bright and",1.75,1.76,,,1.754385965,1.769911504
100,images/a01-122-s02-00.png.jpg,The health of children today owed much,The health of children today owed much,0,0,,,0,0
101,images/g06-042i-s00-01.png.jpg,"1960s , no cure has been found for the 6tic douloureux .","1960s, no cure has been found for the 6tic douloureux.",3.57,3.6,,,3.571428571,3.603603604
102,images/b01-027-s02-00.png.jpg,"Nevertheless , the tour has been an immense","Nevertheless, the tour has been an immense",2.32,2.35,,,2.325581395,2.352941176
103,images/l04-159-s02-01.png.jpg,money couldn't have been pinched by someone,money couldn't have been pinched by someone,0,0,,,0,0
104,images/a01-003-s00-01.png.jpg,Ps are likely to,large majority of Labour MPs are likely to,162.5,167.74,,,162.5,167.7419355
105,images/b04-066-s07-00.png.jpg,EARL RUSSELL and his friends have,EARL RUSSELL and his friends have,0,0,,,0,0
106,images/f04-016-s02-01.png.jpg,that she had carried a green purse and,that she had carried a green purse and,0,0,,,0,0
107,images/g06-093-s00-02.png.jpg,"been settled ... at five thousand pounds yearly , it","been settled... at five thousand pounds yearly, it",3.84,3.88,,,3.846153846,3.883495146
108,images/e07-072-s01-04.png.jpg,"year , they are fewer than they were 10","year, they are fewer than they were 10",2.56,2.59,,,2.564102564,2.597402597
109,images/l04-113-s03-02.png.jpg,"months now , and the whole lot still doesn't amount to","months now, and the whole lot still doesn't amount to",1.85,1.86,,,1.851851852,1.869158879
110,images/g04-036-s01-01.png.jpg,"ought not to spend many years in Tatsfield , we held","ought not to spend many years in Tatsfield, we held",1.92,1.94,,,1.923076923,1.941747573
111,images/d04-111-s00-00.png.jpg,( 1 ) Matzo represents Peshat ; ( 2 ) Moraur,A. Matzo represents Peshawarf ; ( 2 1 Moravur,25,20.68,,,25,20.68965517
112,images/c06-083-s00-00.png.jpg,It also parades Gina Lollobrigida in a selection of neglige*?,It also parades Gina Lollobrigida in a selection of neglige - 2,6.55,4.95,,,6.557377049,4.958677686
113,images/h01-014-s02-01.png.jpg,"made during the enumeration lists all buildings , residen-","made during the enumeration lists all buildings, residen-",1.72,1.73,,,1.724137931,1.739130435
114,images/c06-052-s02-03.png.jpg,Rebel which was delivered to his agents in June .,Rebel which was delivered to his agents in June.,2.04,2.06,,,2.040816327,2.06185567
115,images/e01-113-s00-01.png.jpg,and forefinger .,and forefinger.,6.25,6.45,,,6.25,6.451612903
116,images/d06-091-s01-01.png.jpg,"they say , to get into a rut .","they say, to get into a rut.",6.66,6.77,,,6.666666667,6.779661017
117,images/r02-065-s00-00.png.jpg,"They closed on a single bundle and , fumbling with","They closed on a single bundle and, fumbling with",2,2.02,,,2,2.02020202
118,images/g06-037r-s03-01.png.jpg,the numerous conventional remedies to which he had,the numerous conventional remedies to which he had,0,0,,,0,0
119,images/a02-017-s00-02.png.jpg,"Corell-Barnes ( Colonial Office ) , Mr. G. R. Bell","Corell-Barnes ( Colonial Office ), Mr. G. R. Bell",2,2.02,,,2,2.02020202
120,images/m01-149-s04-01.png.jpg,"walked , or drove , or waited as a person possessed of","walked, or drove, or waited as a person possessed of",3.7,3.73,,,3.703703704,3.738317757
121,images/g06-047j-s00-01.png.jpg,Francis Burdett described to Anglesey a,Francis Burdett described to Anglesey a,0,0,,,0,0
122,images/a01-014x-s04-01.png.jpg,"chief aide , Mr. Julius Greenfield , telephoned","chief aide, Mr. Julius Greenfield, telephones!",8.51,7.52,,,8.510638298,7.52688172
123,images/m02-069-s00-03.png.jpg,Board presided had it in their power permanently to warp the,Band presided had it in their power permanently to snap the,8.33,5.04,,,8.333333333,5.042016807
124,images/k07-141-s02-01.png.jpg,plunged in at random ?,plugged in art random?,13.63,11.62,,,13.63636364,11.62790698
125,images/p03-142-s00-00.png.jpg,""" Darling ! "" her voiced caressed him ."," Darling! "" her voiced caressed him.",10.25,10.38,,,10.25641026,10.38961039
126,images/d06-000-s00-00.png.jpg,In the first place it is not a great deal,In the first place it is not a great deal,0,0,,,0,0
127,images/b01-132-s01-02.png.jpg,step .,step.,16.66,18.18,,,16.66666667,18.18181818
128,images/n04-022-s04-01.png.jpg,stockbroker chap and shared him with his three,stockbroker chap and shared him with his three,0,0,,,0,0
129,images/n01-004-s03-00.png.jpg,It was,1st way,50,36.36,,,50,36.36363636
130,images/n04-195-s01-01.png.jpg,I 'm relieved .,I'm relieved.,13.33,13.79,,,13.33333333,13.79310345
131,images/b04-000-s02-00.png.jpg,Her,Hex,33.33,20,,,33.33333333,20
132,images/e01-014-s01-02.png.jpg,"for his lady , for he records testily :","for his lady, for he records testily :",2.56,2.59,,,2.564102564,2.597402597
133,images/n02-016-s01-00.png.jpg,And then he added in the same,And then he added in the same,0,0,,,0,0
134,images/j01-070-s00-02.png.jpg,electrode which of course led to a loss in,electorate which of cause ( do a has in,28.57,20.48,,,28.57142857,20.48192771
135,images/g06-026c-s00-00.png.jpg,A pleasant life truly ! ...,A pleasant life truly!....,7.4,5.66,,,7.407407407,5.660377358
136,images/k03-180-s06-01.png.jpg,what .,what.,16.66,18.18,,,16.66666667,18.18181818
137,images/h07-078-s00-02.png.jpg,because the buoyancy of industry generates,because the buoyancy of industry generates,0,0,,,0,0
138,images/g06-047l-s00-02.png.jpg,"' more like a God upon earth than a human being ' ,","' more like a God upon earth than a human being ',",1.96,1.98,,,1.960784314,1.98019802
139,images/c03-021b-s01-03.png.jpg,who acts as a protector and comforter to her in her hour,who acts as a protector and comptroller to her in her hour,8.92,6.3,,,8.928571429,6.306306306
140,images/n06-123-s00-00.png.jpg,""" The mine-workings lie north of the town , ""","The mine-working lie north of the town, """,8.88,8.98,,,8.888888889,8.988764045
141,images/m01-032-s03-00.png.jpg,And Steve,utmal Steve,55.55,41.17,,,55.55555556,41.17647059
142,images/d05-030-s00-02.png.jpg,led us to believe .,led us to believe.,5.26,5.4,,,5.263157895,5.405405405
143,images/r02-070-s00-00.png.jpg,Cecil frowned in disappointment as he focussed upon the,Cecil frowned in disappointment as he focussed upon the,0,0,,,0,0
144,images/a05-113-s01-00.png.jpg,He was not so happy in his defence of,men was not so happy in his defence of,5.4,4.1,,,5.405405405,4.109589041
145,images/b06-079-s01-04.png.jpg,"nuclear weapons and the H-bomb , placing","nuclear weapons and the H-bomb, placing",2.5,2.53,,,2.5,2.53164557
146,images/c03-084b-s00-01.png.jpg,"effective , giving full value to the formal elements","effective, giving full value to the formal elements",1.92,1.94,,,1.923076923,1.941747573
147,images/m04-000-s04-01.png.jpg,to know .,to know.,11.11,11.76,,,11.11111111,11.76470588
148,images/e04-109-s03-00.png.jpg,Remember,remember,12.5,6.66,,,12.5,6.666666667
149,images/d06-063-s00-01.png.jpg,lived and died within the boundaries of,lined and died within the boundaries of,2.56,1.29,,,2.564102564,1.298701299
150,images/g06-011l-s02-00.png.jpg,"' The Pearl ' , he wrote ,","' The Pearl ', he wrote,",7.69,7.84,,,7.692307692,7.843137255
151,images/g06-018n-s01-04.png.jpg,than Naples .,than Naples.,7.69,8,,,7.692307692,8
152,images/l01-129-s02-03.png.jpg,mother's bedside .,mother's bedside.,5.55,5.71,,,5.555555556,5.714285714
153,images/b06-071-s00-03.png.jpg,Government to carry through Tory policy -,Government to carry through Tory policy -,0,0,,,0,0
154,images/l01-129-s00-00.png.jpg,"Fred fixed his small eyes on his brother , beckoned","Ted fixed his small eyes on his brother, beckoned",5.88,4.95,,,5.882352941,4.95049505
155,images/j04-039-s01-02.png.jpg,was added to alkaline effluent and allowed to,was added to allaline effluent and allowed to,2.22,1.12,,,2.222222222,1.123595506
156,images/c06-043-s01-01.png.jpg,heralded by the announcement that,heralded by the announcement that,0,0,,,0,0
157,images/n06-156-s05-01.png.jpg,found us a couple of boxes to sit on .,found us a couple of boxes to sit on.,2.63,2.66,,,2.631578947,2.666666667
158,images/l04-052-s04-00.png.jpg,He 's,He's,20,22.22,,,20,22.22222222
159,images/j07-000-s00-00.png.jpg,This resulted in units of much lighter weight than could be,This resulted in units of much lighter weight than could be,0,0,,,0,0
160,images/g06-047c-s01-00.png.jpg,One of these was the,One of these was the,0,0,,,0,0
161,images/j01-066-s00-01.png.jpg,via the tube L which must of course be electrically,via the tuta I which must of course be allevically,15.68,8.91,,,15.68627451,8.910891089
162,images/j01-066-s01-04.png.jpg,monitoring the oxygen in a sodium circuit .,monitoring the oxygen in a sodium circuit.,2.32,2.35,,,2.325581395,2.352941176
163,images/c03-087b-s00-00.png.jpg,"It went , perhaps , some distance beyond most","It went, perhaps, some distance beyond most",4.44,4.49,,,4.444444444,4.494382022
164,images/a01-087-s02-03.png.jpg,always come first .,always come first.,5.26,5.4,,,5.263157895,5.405405405
165,images/k04-156-s00-01.png.jpg,to lift you from the coach . ',to lift you from the coach. W,6.66,5.08,,,6.666666667,5.084745763
166,images/c04-066-s06-00.png.jpg,Play,play,25,14.28,,,25,14.28571429
167,images/a01-049-s01-00.png.jpg,"The Senate Banking Committee , which is headed","The Senate Banking Committee, which is headed",2.17,2.19,,,2.173913043,2.197802198
168,images/a02-017-s00-01.png.jpg,"the Commonwealth Relations Office , Sir William","the Commonwealth Relations Office, Sir William",2.12,2.15,,,2.127659574,2.150537634
169,images/g04-043-s03-00.png.jpg,When we had found a group of people who gladly,when we had found a group of people who glandly,4.34,3.29,,,4.347826087,3.296703297
170,images/d06-104-s00-02.png.jpg,Monday to Friday were days one,Monday to Friday were days one,0,0,,,0,0
171,images/e07-072-s02-00.png.jpg,In the larger sizes there is still,in the larger sizes there is still,2.94,1.49,,,2.941176471,1.492537313
172,images/a06-008-s03-01.png.jpg,"Management Bill , if you like . ""","Management Bill, if you like. """,6.06,6.15,,,6.060606061,6.153846154
173,images/k04-010-s00-02.png.jpg,"movement , Vittoria was separated from","movement, Vittoria was separated from",2.63,2.66,,,2.631578947,2.666666667
174,images/e06-033-s02-03.png.jpg,been the biggest factor through the ages,been the biggest factor though the ages,2.5,2.53,,,2.5,2.53164557
175,images/f07-036-s00-02.png.jpg,essences fell upon him ; and one of the,essences fell upon him ; and one of the,0,0,,,0,0
176,images/p02-027-s06-00.png.jpg,""" Isn't she",""" It isn't she",27.27,28.57,,,27.27272727,28.57142857
177,images/j04-046-s00-07.png.jpg,normal ) sodium carbonate solution .,normal ) sodium carbonate solution.,2.77,2.81,,,2.777777778,2.816901408
178,images/c03-096c-s02-03.png.jpg,of tradition .,of tradition.,7.14,7.4,,,7.142857143,7.407407407
179,images/g06-031p-s02-00.png.jpg,What infa-,what infa-,10,5.26,,,10,5.263157895
180,images/g06-042m-s01-04.png.jpg,been brought to his notice .,been brought to his notice.,3.57,3.63,,,3.571428571,3.636363636
181,images/g06-026a-s02-01.png.jpg,one word of English . ',one word of English. ',4.34,4.44,,,4.347826087,4.444444444
182,images/l04-020-s04-03.png.jpg,between puffs of light cumulus cloud .,between puffs of light cuffowls cloud.,15.78,10.66,,,15.78947368,10.66666667
183,images/a01-087u-s02-03.png.jpg,balance-sheet must always come first .,balance - sheet must always come first.,7.89,8,,,7.894736842,8
184,images/g01-000-s01-02.png.jpg,and doing it to some purpose .,and doing it to some purpose.,3.33,3.38,,,3.333333333,3.389830508
185,images/r06-111-s02-00.png.jpg,We drank,We drank,0,0,,,0,0
186,images/c06-031-s01-00.png.jpg,Don't tell me .,Don't tell me.,6.66,6.89,,,6.666666667,6.896551724
187,images/n04-031-s06-01.png.jpg,garden !,garsten!,37.5,26.66,,,37.5,26.66666667
188,images/g06-018p-s00-01.png.jpg,"England , and returned to Rome for the winter .","England, and returned to Rome for the winter.",4.25,4.3,,,4.255319149,4.301075269
189,images/d04-008-s02-01.png.jpg,"is the stylus used by Moses , and this stylus is described","is the stylus used by Moses, and this stylus is described",1.72,1.73,,,1.724137931,1.739130435
190,images/a01-030u-s03-00.png.jpg,""" I",mull,133.33,80,,,133.3333333,80
191,images/e06-021-s02-00.png.jpg,But this southerly migration is not,bert this something migration is not,25.71,15.94,,,25.71428571,15.94202899
192,images/g04-017-s01-01.png.jpg,to play an important part in my life .,to play an important part in my life.,2.63,2.66,,,2.631578947,2.666666667
193,images/m01-022-s00-01.png.jpg,as though his nose had been pushed back and his eyes and cheeks,as though his nose had been pushed back and his eyes and cheeks,0,0,,,0,0
194,images/c04-044-s01-01.png.jpg,"had style , moved at a quick pace and everyone did","had stiff, moved at a quick pace and everyone did",8,5.05,,,8,5.050505051
195,images/d06-046-s00-00.png.jpg,"Even more simply , test your own reactions","Even more simply, last your own reactions",7.14,4.81,,,7.142857143,4.819277108
196,images/e07-076-s01-04.png.jpg,about in quite the same way .,about in quite the same way.,3.44,3.5,,,3.448275862,3.50877193
197,images/l01-000-s02-00.png.jpg,Starmouth managed to,Starmouth managed to,0,0,,,0,0
198,images/k04-110-s03-03.png.jpg,"in their schemes , which were likely to","in that schemes, which were likely to",10.25,7.79,,,10.25641026,7.792207792
199,images/b04-000-s00-01.png.jpg,stands at the centre of an international,stands at the centre of an international,0,0,,,0,0
200,images/e01-029-s00-04.png.jpg,in the home .,in the license.,46.15,28,,,46.15384615,28
201,images/g06-011a-s01-01.png.jpg,much as his health permitted him to enjoy any-,much as his health permitted him to enjoy any-,0,0,,,0,0
202,images/c03-007d-s01-05.png.jpg,"to the memory of "" - are seen as an","to the memory of "" - are seen as an",0,0,,,0,0
203,images/f07-042b-s00-01.png.jpg,esteemed a delicacy .,esteemed a delicacy-,9.52,7.31,,,9.523809524,7.317073171
204,images/b01-118-s01-02.png.jpg,Hitler in the thirties .,thittler in the thirties.,16.66,14.89,,,16.66666667,14.89361702
205,images/h07-071-s01-03.png.jpg,"industry and the introduction of new factories ,","industry and the introduction of new factories,",2.08,2.1,,,2.083333333,2.105263158
206,images/c06-080-s00-00.png.jpg,The performance of our talented,The performance of our talented,0,0,,,0,0
207,images/e01-055-s01-00.png.jpg,It was some years,It was some years,0,0,,,0,0
208,images/a04-043-s02-01.png.jpg,"weapons were necessary to defend Britain , that","weapons were necessary to defend Britain, that",2.12,2.15,,,2.127659574,2.150537634
209,images/g04-048-s01-00.png.jpg,Gifts of candlesticks and,Clifts of candlesticks and,8,6.12,,,8,6.12244898
210,images/a01-091u-s02-02.png.jpg,censure was monstrous .,censure was monstrous.,4.34,4.44,,,4.347826087,4.444444444
211,images/n03-064-s00-01.png.jpg,white spray could be seen flying across the distance,white spray could be seen flying across the distance,0,0,,,0,0
212,images/n06-186-s02-01.png.jpg,that point .,that point.,8.33,8.69,,,8.333333333,8.695652174
213,images/h01-014-s02-02.png.jpg,"tial premises and temporary places of abode , and all","tial premises and temporary places of whole, and all",7.54,4.76,,,7.547169811,4.761904762
214,images/a01-063-s00-02.png.jpg,useful .,usepal.,37.5,26.66,,,37.5,26.66666667
215,images/e04-026-s02-00.png.jpg,When determining,when determining,6.25,3.22,,,6.25,3.225806452
216,images/k04-093-s01-01.png.jpg,"Lucia , ' said Vittoria , pointing to the badge on the man's","Lucia, said victories, pointing to the bedge on the main",18.33,12.6,,,18.33333333,12.60504202
217,images/k04-136-s02-01.png.jpg,the cord ? ',the cord?,25,26.08,,,25,26.08695652
